"X670","X672.5","X675","X677.5","X680","X682.5","X685","X687.5","X690","X692.5","X695","X697.5","X700","X702.5","X705","X707.5","X710","X712.5","X715","X717.5","X720","X722.5","X725","X727.5","X730","X732.5","X735","X737.5","X740","X742.5","X745","X747.5","X750","X752.5","X755","X757.5","X760","X762.5","X765","X767.5","X770","X772.5","X775","X777.5","X780","X800"
2656.5743336015,0.180134,0.052866,0.027788,0.013122,0.007236,0.00438200000000001,0.003108,0.002606,0.001282,0.000338000000000002,0.000340000000000001,0.000320000000000002,0.000585999999999999,0.000122000000000003,0.000372,0.000798000000000002,0.000418000000000004,0.000358000000000004,-0.000242000000000007,0.00221599999999999,-0.000156000000000006,-0.00502029787234043,-0.000724000000000004,-0.000534000000000006,-0.000396000000000001,-0.000584,-0.000492000000000002,-0.000696000000000001,-0.000123999999999998,-0.000122,-0.000367999999999998,-0.000511999999999998,-0.000630000000000001,-8.39999999999975e-05,-0.000298000000000002,-0.000348000000000002,-0.000728000000000006,-4.00000000000205e-06,-0.000480000000000001,-0.000446000000000007,-0.000308000000000004,-0.000423999999999995,-6e-04,-0.000316,NA
4037.34888547876,0.214302,0.060698,0.029688,0.012328,0.006016,0.003616,0.00241,0.001612,0.000652000000000001,-1.99999999999818e-06,-0.000473999999999998,-0.000486000000000001,-0.000326000000000002,-0.000397999999999996,-0.000513999999999996,-0.000297999999999999,-6.79999999999978e-05,0.000164000000000001,-0.000513999999999999,0.00141,-0.000233999999999997,-0.00131204255319149,-0.000919999999999996,-0.000475999999999999,-0.000476000000000005,-0.000462000000000003,-0.000101999999999995,-0.000319999999999999,-0.000538,-0.000210000000000005,-0.000432000000000002,-0.000560000000000002,-0.000494,-6.20000000000033e-05,-0.000210000000000002,-9.80000000000018e-05,-0.000745999999999998,-0.000323999999999998,-0.000359999999999999,-0.000311999999999998,-0.000646000000000001,-0.000677999999999994,-0.000478,-0.000323999999999998,NA
4405.96053164857,0.22266,0.0661,0.033866,0.014666,0.007782,0.004562,0.00367,0.00342,0.001552,0.000796000000000001,0.000326000000000002,0.000428000000000003,0.000243999999999997,0.000377999999999997,0.000217999999999998,0.000485999999999999,0.000468000000000001,0.000635999999999999,-0.000125999999999999,0.001092,-0.000177999999999997,-0.00074259574468085,-0.000442000000000002,-9.19999999999987e-05,-0.000496000000000001,-0.000382000000000002,-0.000212,-0.000170000000000002,-0.000397999999999996,0.000290000000000001,0.000268000000000001,0.00015,-0.000131999999999996,0.000145999999999998,0.000112,0.000126000000000002,-0.000452000000000004,-0.000250000000000003,-0.000174000000000001,-0.000192000000000002,-0.000284000000000003,-0.000439999999999998,-0.000307999999999998,-0.000297999999999999,NA
3461.56362278551,0.229094,0.06375,0.031942,0.013242,0.00746,0.003938,0.002994,0.002572,0.00153,0.000706,0.000149999999999997,0.000394,0.000302000000000001,0.000283999999999997,0.000384,0.000216,0.000408000000000001,0.000452000000000007,-0.000266,0.000274000000000001,-0.000390000000000001,-0.000803659574468085,-0.000544000000000003,-0.000332000000000005,-0.000296000000000001,-0.000562,5e-05,-0.000123999999999998,-7e-04,-0.000459999999999999,-0.000327999999999994,-0.000645999999999998,-0.000429999999999998,-0.000759999999999999,-0.000545999999999998,-0.000739999999999998,-0.000485999999999996,-0.000438,-0.000449999999999997,-0.00055,-0.000329999999999995,-7.80000000000001e-05,-0.000558000000000004,-0.000303999999999999,NA
1927.79081931604,0.246826,0.069664,0.035724,0.015842,0.008508,0.004998,0.003422,0.003018,0.001538,0.000391999999999999,0.000219999999999996,0.000372000000000006,0.000228000000000003,-0.000112,-9.99999999999659e-06,0.000412000000000003,0.000515999999999997,0.000494,-0.000387999999999997,0.000196000000000001,-0.000551999999999998,-0.000677744680851063,-0.000619999999999999,-0.000501999999999998,-0.000552000000000001,-0.000504000000000002,-0.000146000000000001,-0.000136000000000001,-0.000886000000000001,-0.000181999999999996,-0.000217999999999998,-0.000399999999999997,-0.000409999999999999,-0.000122,-0.000203999999999996,-0.000238000000000002,-0.000411999999999998,-0.000623999999999998,-0.000613999999999999,-0.000673999999999995,-0.000459999999999999,-0.000672,-0.000548000000000002,-0.000558000000000004,NA
756.860831762477,0.25901,0.067016,0.033554,0.014232,0.007496,0.004988,0.002986,0.003524,0.001486,0.000655999999999997,0.000357999999999996,0.000306,0.000589999999999998,0.000118000000000001,0.000246000000000001,0.000832000000000005,0.000694,0.000725999999999999,-0.000194,-0.000384,-0.000382000000000002,-0.000745063829787233,-0.000629999999999995,-0.000128,-7e-04,-0.000728000000000003,7.19999999999999e-05,0.000259999999999997,-0.000977999999999997,0.000278,-0.000180000000000001,-0.000219999999999999,-6.99999999999989e-05,-1.59999999999997e-05,-0.000272000000000003,8.99999999999977e-05,-0.000174000000000004,-0.000536000000000001,-0.000708000000000001,-0.000438,-0.000256000000000003,-0.000778000000000003,-0.000642000000000004,-0.000660000000000002,NA
242.685803401443,0.278658,0.071712,0.037682,0.016514,0.008818,0.005302,0.002904,0.003574,0.001594,0.000593999999999997,0.000442000000000002,0.000536000000000001,0.000472000000000003,0.000626000000000002,0.000702000000000004,0.000582000000000002,0.000508000000000001,0.000339999999999998,0.000133999999999998,6.39999999999986e-05,-0.000178000000000003,-0.000215021276595746,-0.000150000000000003,0.000163999999999996,-0.000119999999999999,-0.000525999999999999,-6.59999999999968e-05,-0.000149999999999997,-0.00035,0.000572,0.000289999999999998,0.000347999999999999,0.000193999999999997,0.000397999999999999,2.1999999999997e-05,0.000203999999999999,-0.000167999999999995,-0.000421999999999997,-0.000278,-1.40000000000015e-05,-0.000359999999999999,2.1999999999997e-05,-0.000124000000000001,-4.60000000000036e-05,NA
72.6159842043062,0.29475,0.068848,0.035372,0.014808,0.00824,0.004014,0.002794,0.002872,0.00126,0.000103999999999996,7.39999999999952e-05,0.000356000000000003,0.000394000000000003,0.000264000000000001,0.000622,0.000609999999999999,-1.00000000000023e-05,0.000151999999999998,-0.000216000000000002,-0.000146000000000001,-2.84216010101868e-18,-7.51489361702113e-05,-0.000359999999999997,0.000125999999999999,-0.000284,-0.000718000000000001,-0.000605999999999995,-0.000659999999999997,-0.000664000000000001,-0.000152000000000001,-8.6000000000007e-05,3.59999999999957e-05,-0.000156000000000006,-0.000242000000000007,0.000247999999999996,0.000251999999999995,-0.000424000000000001,-0.000306000000000003,-0.000358000000000004,-8.20000000000022e-05,-0.000234000000000003,0.000233999999999997,4.39999999999998e-05,0.00025,NA
24.3255776922222,0.317156,0.068552,0.033672,0.0135,0.00785599999999999,0.00353799999999999,0.002602,0.00244,0.001334,0.000383999999999995,0.000233999999999995,0.000144000000000005,0.000222000000000003,0.000198000000000005,0.000236000000000004,0.000375999999999999,0.000106,0.000244000000000003,-0.000206000000000003,-0.000248000000000002,-0.000478,-0.000263276595744682,-0.000125999999999999,-0.000401999999999998,-8.39999999999975e-05,-0.000317999999999998,-0.000192000000000004,-0.000151999999999998,-8.79999999999996e-05,-2.00000000000017e-05,-0.000162000000000006,-0.000372000000000003,-0.000254000000000002,-0.000228000000000003,-0.000266,-5.4000000000002e-05,-0.000220000000000002,-0.000124000000000004,-0.000316000000000003,-0.000124000000000004,-7.80000000000001e-05,-0.000275999999999999,-0.000271999999999997,-6.00000000000023e-06,NA
9.62554602105204,0.380096,0.081408,0.039826,0.016868,0.009032,0.004662,0.00312,0.002514,0.001242,0.000233999999999997,-8.20000000000022e-05,0.000163999999999999,6.79999999999978e-05,-0.000150000000000003,0.000109999999999994,0.000263999999999999,0.000200000000000003,0.000126000000000002,0.000121999999999994,-0.000366000000000002,-0.000146000000000001,-0.00049804255319149,-0.000126000000000002,-0.000332000000000002,-0.000194000000000003,-0.000117999999999998,2.99999999999983e-05,-3.99999999999636e-06,-0.000494000000000003,-0.000324000000000001,-0.00045,-0.000346000000000001,-0.000348000000000002,-0.000456000000000003,-0.000478,-0.000484,-0.000231999999999999,-0.000341999999999999,-0.000338,-0.000166000000000003,-0.000282000000000005,-7.00000000000045e-05,-1e-04,0.000167999999999998,NA
